,open,high,low,close,volume,ticker
2021-04-12 13:30:00,156.55999755859375,156.55999755859375,156.55999755859375,156.55999755859375,282824,GME
2021-04-12 13:31:00,157.0,159.0,156.59930419921875,158.99000549316406,35332,GME
2021-04-12 13:32:00,158.99000549316406,160.0,158.05999755859375,159.8000030517578,38971,GME
2021-04-12 13:33:00,160.0,161.97999572753906,160.0,160.95449829101562,108096,GME
2021-04-12 13:34:00,161.0,163.3800048828125,160.50999450683594,163.3800048828125,67538,GME
2021-04-12 13:35:00,163.34140014648438,163.89999389648438,158.52999877929688,161.14999389648438,110558,GME
2021-04-12 13:36:00,160.92999267578125,163.1862030029297,160.92999267578125,161.77999877929688,62144,GME
2021-04-12 13:37:00,161.9698944091797,162.41900634765625,160.2100067138672,161.0,39091,GME
2021-04-12 13:38:00,160.83059692382812,161.10000610351562,159.67999267578125,160.625,30920,GME
2021-04-12 13:39:00,160.8509979248047,160.8509979248047,158.60000610351562,159.5,45686,GME
2021-04-12 13:40:00,159.25999450683594,160.33999633789062,158.60000610351562,158.60000610351562,31695,GME
2021-04-12 13:41:00,158.87669372558594,158.9822998046875,158.0,158.0500946044922,49849,GME
2021-04-12 13:42:00,158.0,158.16009521484375,157.00999450683594,157.17999267578125,43037,GME
2021-04-12 13:43:00,157.36000061035156,157.42080688476562,154.4199981689453,155.31500244140625,114938,GME
2021-04-12 13:44:00,155.31500244140625,155.39990234375,152.3300018310547,152.86000061035156,124018,GME
2021-04-12 13:45:00,152.91000366210938,153.12989807128906,150.0500946044922,152.00999450683594,142405,GME
2021-04-12 13:46:00,152.02000427246094,152.8800048828125,151.50010681152344,152.68380737304688,53553,GME
2021-04-12 13:47:00,152.79849243164062,152.8800048828125,152.20010375976562,152.20010375976562,44185,GME
2021-04-12 13:48:00,152.3000030517578,152.55999755859375,150.0,150.9066925048828,161694,GME
2021-04-12 13:49:00,150.5800018310547,151.77999877929688,150.0,150.0,69535,GME
2021-04-12 13:50:00,150.00999450683594,150.59910583496094,148.5800018310547,148.75999450683594,151449,GME
2021-04-12 13:51:00,148.99000549316406,151.4199981689453,148.9600067138672,151.0800018310547,103554,GME
2021-04-12 13:52:00,151.0800018310547,151.27029418945312,150.0,150.35000610351562,64368,GME
2021-04-12 13:53:00,150.50999450683594,150.6999969482422,149.35000610351562,149.92669677734375,39555,GME
2021-04-12 13:54:00,149.65969848632812,150.0,147.5500030517578,147.5500030517578,87453,GME
2021-04-12 13:55:00,147.56399536132812,147.71499633789062,145.57000732421875,145.57000732421875,154942,GME
2021-04-12 13:56:00,145.57000732421875,146.99000549316406,145.0,145.27000427246094,137380,GME
2021-04-12 13:57:00,145.0500030517578,145.3332977294922,143.17999267578125,143.36990356445312,182608,GME
2021-04-12 13:58:00,143.22999572753906,143.36990356445312,140.38999938964844,142.4199981689453,232267,GME
2021-04-12 13:59:00,142.0500030517578,142.69000244140625,141.00010681152344,142.34500122070312,138033,GME
2021-04-12 14:00:00,142.25999450683594,144.3300018310547,142.17010498046875,144.0,164676,GME
2021-04-12 14:01:00,144.3000030517578,145.28640747070312,143.63099670410156,144.1407928466797,167922,GME
2021-04-12 14:02:00,144.00010681152344,144.889892578125,142.59979248046875,143.19000244140625,95585,GME
2021-04-12 14:03:00,143.02099609375,143.99000549316406,142.6300048828125,143.89999389648438,68565,GME
2021-04-12 14:04:00,143.82000732421875,145.36000061035156,143.0,145.0,96569,GME
2021-04-12 14:05:00,145.17239379882812,146.4499969482422,144.95199584960938,146.0,104591,GME
2021-04-12 14:06:00,146.02490234375,147.49000549316406,145.81539916992188,147.2899932861328,108608,GME
2021-04-12 14:07:00,147.4468994140625,147.82000732421875,146.2100067138672,146.6999053955078,91045,GME
2021-04-12 14:08:00,146.52999877929688,147.0,145.7100067138672,145.9199981689453,59652,GME
2021-04-12 14:09:00,145.7707061767578,147.10000610351562,145.7707061767578,146.8000030517578,42715,GME
2021-04-12 14:10:00,146.77000427246094,146.98500061035156,145.30999755859375,145.3300018310547,35417,GME
2021-04-12 14:11:00,145.3300018310547,145.88999938964844,145.0,145.1699981689453,36054,GME
2021-04-12 14:12:00,145.01820373535156,145.889892578125,145.00010681152344,145.52000427246094,22269,GME
2021-04-12 14:13:00,145.51939392089844,145.75,145.2100067138672,145.3800048828125,25909,GME
2021-04-12 14:14:00,145.17999267578125,145.5,144.42999267578125,144.89999389648438,51056,GME
