,open,high,low,close,adjclose,volume,ticker,predicted_adjclose_1,true_adjclose_1,buy_profit,sell_profit
2013-03-27,16.302143096923828,16.314285278320312,16.09749984741211,16.145713806152344,14.112605094909668,331237200.0,AAPL,14.747725,13.818540573120117,-0.2940645217895508,0.0
2013-03-28,16.065000534057617,16.136428833007812,15.772143363952637,15.809286117553711,13.818540573120117,442839600.0,AAPL,14.681296,13.38930606842041,-0.42923450469970703,0.0
2013-04-01,15.782142639160156,15.846428871154785,15.276429176330566,15.318214416503906,13.38930606842041,389732000.0,AAPL,14.571403,13.41677761077881,0.027471542358400214,0.0
2013-04-02,15.271429061889648,15.647856712341309,15.228570938110352,15.349642753601074,13.416777610778809,529519200.0,AAPL,14.426307,13.485452651977539,0.06867504119873047,0.0
2013-04-03,15.406070709228516,15.617142677307129,15.368213653564453,15.428214073181152,13.485452651977539,363216000.0,AAPL,14.3268385,13.352156639099123,-0.1332960128784162,0.0
2013-04-04,15.491429328918457,15.535714149475098,15.1875,15.275713920593262,13.352156639099121,358447600.0,AAPL,14.234823,13.21105670928955,-0.1410999298095703,0.0
2013-04-05,15.160714149475098,15.176786422729492,14.988571166992188,15.114286422729492,13.21105670928955,383695200.0,AAPL,14.137062,13.305018424987793,0.09396171569824219,0.0
2013-04-08,15.173213958740234,15.26785659790039,15.088929176330566,15.221785545349121,13.305018424987793,300829200.0,AAPL,14.056015,13.329054832458496,0.024036407470703125,0.0
2013-04-09,15.227143287658691,15.303570747375488,15.098214149475098,15.249285697937012,13.329054832458496,306614000.0,AAPL,13.983277,13.600955963134766,0.27190113067626953,0.0
2013-04-10,15.289285659790039,15.609286308288574,15.214642524719238,15.560357093811035,13.600955963134766,375928000.0,AAPL,13.940674,13.558501243591309,-0.04245471954345703,0.0
2013-04-11,15.489999771118164,15.642499923706055,15.399999618530273,15.511786460876465,13.558501243591309,328364400.0,AAPL,13.92154,13.41709041595459,-0.14141082763671875,0.0
2013-04-12,15.505356788635254,15.505356788635254,15.3246431350708,15.350000381469727,13.41709041595459,238613200.0,AAPL,13.9062805,13.10648250579834,-0.31060791015625,0.0
2013-04-15,15.25,15.28178596496582,14.983928680419922,14.994643211364746,13.10648250579834,317520000.0,AAPL,13.869422,13.30595588684082,0.19947338104248047,0.0
2013-04-16,15.056071281433105,15.23607063293457,15.020357131958008,15.222857475280762,13.30595588684082,305771200.0,AAPL,13.862104,12.574227333068848,-0.7317285537719727,0.0
2013-04-17,15.009642601013184,15.021429061889648,14.21821403503418,14.385713577270508,12.574227333068848,945056000.0,AAPL,13.75697,12.238645553588867,-0.33558177947998047,0.0
2013-04-18,14.463929176330566,14.492500305175781,13.919285774230957,14.001786231994629,12.238645553588867,666299200.0,AAPL,13.653914,12.191197395324707,-0.047448158264160156,0.0
2013-04-19,13.856071472167969,14.271429061889648,13.753570556640625,13.947500228881836,12.191197395324707,609274400.0,AAPL,13.542799,12.445300102233887,0.2541027069091797,0.0
2013-04-22,14.022856712341309,14.364286422729492,13.973929405212402,14.238213539123535,12.445300102233887,429920400.0,AAPL,13.47266,12.678179740905762,0.232879638671875,0.0
2013-04-23,14.428214073181152,14.585000038146973,14.243213653564453,14.504643440246582,12.678179740905762,664238400.0,AAPL,13.431874,12.657264709472656,-0.02091503143310547,0.0
2013-04-24,14.055000305175781,14.83035659790039,14.01785659790039,14.480713844299316,12.657264709472656,969651200.0,AAPL,13.382551,12.748417854309082,0.09115314483642578,0.0
2013-04-25,14.686785697937012,14.783571243286133,14.535714149475098,14.585000038146973,12.748417854309082,384837600.0,AAPL,13.463565,13.023755073547363,0.27533721923828125,0.0
2013-04-26,14.63607120513916,14.956070899963379,14.58035659790039,14.899999618530273,13.023755073547363,764097600.0,AAPL,13.506187,13.427079200744629,0.4033241271972656,0.0
2013-04-29,15.016071319580078,15.486429214477539,15.0,15.361429214477539,13.427079200744629,640326400.0,AAPL,13.604237,13.822286605834961,0.39520740509033203,0.0
2013-04-30,15.539285659790039,15.901785850524902,15.431071281433105,15.813570976257324,13.822286605834961,691538400.0,AAPL,13.727902,13.713337898254393,0.0,0.10894870758056818
2013-05-01,15.873571395874023,15.89035701751709,15.51392936706543,15.688928604125977,13.713337898254395,506909200.0,AAPL,13.849627,13.907820701599121,0.19448280334472656,0.0
2013-05-02,15.777856826782227,16.02107048034668,15.736785888671875,15.911429405212402,13.907820701599121,421828400.0,AAPL,13.966086,14.047051429748535,0.13923072814941406,0.0
2013-05-03,16.118213653564453,16.186786651611328,16.04107093811035,16.070714950561523,14.047051429748535,361300800.0,AAPL,14.090162,14.382006645202638,0.33495521545410334,0.0
2013-05-06,16.27535629272461,16.507143020629883,16.225357055664062,16.453929901123047,14.382006645202637,496641600.0,AAPL,14.187157,14.318015098571777,0.0,0.06399154663085938
2013-05-07,16.60607147216797,16.633928298950195,16.203571319580078,16.380714416503906,14.318015098571777,483753200.0,AAPL,14.254583,14.479721069335938,0.0,-0.16170597076416016
2013-05-08,16.394285202026367,16.620357513427734,16.278928756713867,16.56571388244629,14.479721069335938,472598000.0,AAPL,14.2943125,14.353395462036133,0.0,0.1263256072998047
2013-05-09,16.421785354614258,16.53571319580078,16.270713806152344,16.313213348388672,14.353395462036133,398487600.0,AAPL,14.325415,14.233985900878906,0.0,0.11940956115722656
2013-05-10,16.35607147216797,16.418214797973633,16.088571548461914,16.177499771118164,14.233985900878906,334852000.0,AAPL,14.335145,14.289603233337404,0.05561733245849787,0.0
2013-05-13,16.125356674194336,16.35357093811035,16.125,16.240713119506836,14.289603233337402,316948800.0,AAPL,14.341127,13.947714805603027,-0.341888427734375,0.0
