,open,high,low,close,adjclose,volume,ticker,predicted_adjclose_1,true_adjclose_1,buy_profit,sell_profit
2019-01-29,12.390000343322754,12.5,11.109999656677246,11.279999732971191,10.909844398498535,32870300,GME,11.552768,10.83246898651123,-0.07737541198730469,0.0
2019-01-30,11.25,11.369999885559082,11.109999656677246,11.199999809265137,10.83246898651123,6151000,GME,11.032068,10.967875480651855,0.135406494140625,0.0
2019-01-31,11.170000076293945,11.529999732971191,11.100000381469727,11.34000015258789,10.967875480651855,6049600,GME,10.633623,10.871156692504883,0.0,0.09671878814697266
2019-02-01,11.3100004196167,11.430000305175781,11.180000305175781,11.239999771118164,10.871156692504883,3477400,GME,10.378495,10.996891021728516,0.0,-0.1257343292236328
2019-02-04,11.239999771118164,11.479999542236328,11.0,11.369999885559082,10.996891021728516,4271500,GME,10.166097,11.403108596801758,0.0,-0.4062175750732422
2019-02-05,11.359999656677246,11.8100004196167,11.350000381469727,11.789999961853027,11.403108596801758,4271100,GME,10.056186,11.13229751586914,0.0,0.2708110809326172
2019-02-06,11.619999885559082,11.699999809265137,11.399999618530273,11.510000228881836,11.13229751586914,3479600,GME,10.030874,11.09360980987549,0.0,0.03868770599365057
2019-02-07,11.399999618530273,11.59000015258789,11.229999542236328,11.470000267028809,11.093609809875488,2021100,GME,10.036599,10.977547645568846,0.0,0.1160621643066424
2019-02-08,11.390000343322754,11.489999771118164,11.3100004196167,11.350000381469727,10.977547645568848,1801200,GME,10.069241,10.929187774658201,0.0,0.04835987091064631
2019-02-11,11.380000114440918,11.390000343322754,11.15999984741211,11.300000190734863,10.929187774658203,1918600,GME,10.103797,11.170984268188477,0.0,-0.24179649353027344
2019-02-12,11.300000190734863,11.59000015258789,11.300000190734863,11.550000190734863,11.170984268188477,2678000,GME,10.153419,11.09360980987549,0.0,0.0773744583129865
2019-02-13,11.5600004196167,11.75,11.380000114440918,11.470000267028809,11.093609809875488,2132800,GME,10.233449,10.958203315734862,0.0,0.13540649414062678
2019-02-14,11.369999885559082,11.420000076293945,11.239999771118164,11.329999923706055,10.958203315734863,2468500,GME,10.274059,11.054922103881836,0.0,-0.09671878814697266
2019-02-15,11.329999923706055,11.4399995803833,11.279999732971191,11.430000305175781,11.054922103881836,2211800,GME,10.329574,10.83246898651123,0.0,0.22245311737060547
2019-02-19,11.460000038146973,11.470000267028809,11.130000114440918,11.199999809265137,10.83246898651123,3305600,GME,10.408932,10.83246898651123,0.0,0.0
2019-02-20,11.229999542236328,11.300000190734863,11.149999618530273,11.199999809265137,10.83246898651123,2960500,GME,10.403134,10.668047904968262,0.0,0.16442108154296875
2019-02-21,11.229999542236328,11.289999961853027,11.010000228881836,11.029999732971191,10.668047904968262,2489200,GME,10.370519,10.996891021728516,0.0,-0.3288431167602539
2019-02-22,11.020000457763672,11.380000114440918,11.020000457763672,11.369999885559082,10.996891021728516,3249500,GME,10.332469,11.170984268188477,0.0,-0.17409324645996094
2019-02-25,11.380000114440918,11.800000190734863,11.380000114440918,11.550000190734863,11.170984268188477,3594500,GME,10.313642,11.258030891418457,0.0,-0.08704662322998047
2019-02-26,11.539999961853027,11.710000038146973,11.5,11.640000343322754,11.258030891418457,2158000,GME,10.342943,11.287046432495117,0.0,-0.029015541076660156
2019-02-27,11.65999984741211,11.930000305175781,11.619999885559082,11.670000076293945,11.287046432495117,3397300,GME,10.353854,11.316061973571777,0.0,-0.029015541076660156
2019-02-28,11.6899995803833,11.859999656677246,11.59000015258789,11.699999809265137,11.316061973571777,2820200,GME,10.350716,11.364420890808105,0.0,-0.048358917236328125
2019-03-01,11.880000114440918,12.010000228881836,11.75,11.75,11.364420890808105,1901200,GME,10.363842,11.190327644348146,0.0,0.17409324645995916
2019-03-04,11.789999961853027,11.850000381469727,11.470000267028809,11.569999694824219,11.190327644348145,2228600,GME,10.320862,11.219344139099121,0.0,-0.029016494750976562
2019-03-05,12.079999923706055,12.100000381469727,11.359999656677246,11.600000381469727,11.219344139099121,5537900,GME,10.244082,11.18065643310547,0.0,0.03868770599365057
2019-03-06,11.65999984741211,11.869999885559082,11.5600004196167,11.5600004196167,11.180656433105469,3312900,GME,10.145387,11.20967197418213,0.0,-0.029015541076661933
2019-03-07,11.5600004196167,11.65999984741211,11.4399995803833,11.59000015258789,11.209671974182129,1811400,GME,10.050874,10.610017776489258,0.0,0.5996541976928711
2019-03-08,11.069999694824219,11.220000267028809,10.75,10.970000267028809,10.610017776489258,6171600,GME,9.759,10.890501022338867,0.0,-0.2804832458496094
2019-03-11,10.979999542236328,11.279999732971191,10.890000343322754,11.260000228881836,10.890501022338867,2703600,GME,9.601884,11.09360980987549,0.0,-0.20310878753662287
