,Unnamed: 0,open,high,low,close,adjclose,volume,ticker,adjclose_1,true_adjclose_1,buy_profit,sell_profit
4839.0,2016-08-08,766.8099975585938,767.0,761.02001953125,766.5599975585938,766.5599975585938,1986300,AMZN,791.39557,768.3099975585938,24.8355712890625,0.0
4840.0,2016-08-09,767.3900146484375,772.5999755859375,766.9000244140625,768.3099975585938,768.3099975585938,1876100,AMZN,795.5485,768.5599975585938,27.238525390625,0.0
4841.0,2016-08-10,769.7999877929688,772.0999755859375,766.1900024414062,768.5599975585938,768.5599975585938,1604300,AMZN,798.8061,771.239990234375,30.24609375,0.0
4842.0,2016-08-11,769.9400024414062,773.75,769.1199951171875,771.239990234375,771.239990234375,2019700,AMZN,801.4329,772.5599975585938,30.19293212890625,0.0
4843.0,2016-08-12,768.4600219726562,773.1500244140625,768.4199829101562,772.5599975585938,772.5599975585938,1563300,AMZN,803.8984,768.489990234375,0.0,-31.33837890625
4844.0,2016-08-15,771.9000244140625,772.0399780273438,767.7100219726562,768.489990234375,768.489990234375,2118500,AMZN,805.81995,764.0399780273438,0.0,-37.3299560546875
4845.0,2016-08-16,768.6199951171875,768.72998046875,763.8200073242188,764.0399780273438,764.0399780273438,1604600,AMZN,806.9032,764.6300048828125,42.86322021484375,0.0
4846.0,2016-08-17,764.4099731445312,765.219970703125,759.2000122070312,764.6300048828125,764.6300048828125,1891100,AMZN,807.3753,764.4600219726562,0.0,-42.74530029296875
4847.0,2016-08-18,764.0,765.1699829101562,760.5999755859375,764.4600219726562,764.4600219726562,1458800,AMZN,807.34406,757.3099975585938,0.0,-42.884033203125
4848.0,2016-08-19,761.9000244140625,762.489990234375,756.8900146484375,757.3099975585938,757.3099975585938,2343200,AMZN,806.5001,759.47998046875,49.19012451171875,0.0
4849.0,2016-08-22,757.5,759.8499755859375,752.0999755859375,759.47998046875,759.47998046875,1679300,AMZN,804.88306,762.4500122070312,45.403076171875,0.0
4850.0,2016-08-23,763.3099975585938,764.7000122070312,761.0,762.4500122070312,762.4500122070312,1524100,AMZN,804.51086,757.25,0.0,-42.06085205078125
4851.0,2016-08-24,763.0,763.4099731445312,755.3599853515625,757.25,757.25,1744100,AMZN,803.9212,759.219970703125,46.67120361328125,0.0
4852.0,2016-08-25,756.0,760.5599975585938,754.739990234375,759.219970703125,759.219970703125,1623000,AMZN,803.1601,769.0,43.94012451171875,0.0
4853.0,2016-08-26,760.0499877929688,770.0,759.7999877929688,769.0,769.0,2776800,AMZN,803.78503,771.2899780273438,34.7850341796875,0.0
4854.0,2016-08-29,768.719970703125,774.97998046875,768.5999755859375,771.2899780273438,771.2899780273438,2198600,AMZN,805.62836,767.5800170898438,0.0,-34.33837890625
4855.0,2016-08-30,771.0499877929688,771.8400268554688,765.5599975585938,767.5800170898438,767.5800170898438,1709200,AMZN,807.04565,769.1599731445312,39.46563720703125,0.0
4856.0,2016-08-31,766.5999755859375,769.6400146484375,764.0,769.1599731445312,769.1599731445312,1633800,AMZN,807.82007,770.6199951171875,38.66009521484375,0.0
4857.0,2016-09-01,770.9000244140625,772.0399780273438,766.75,770.6199951171875,770.6199951171875,1792300,AMZN,808.7794,772.4400024414062,38.159423828125,0.0
4858.0,2016-09-02,774.1099853515625,776.0,771.7000122070312,772.4400024414062,772.4400024414062,2181800,AMZN,810.1177,788.8699951171875,37.67767333984375,0.0
4859.0,2016-09-06,774.0399780273438,789.47998046875,770.219970703125,788.8699951171875,788.8699951171875,3719800,AMZN,812.6166,784.47998046875,0.0,-23.74658203125
4860.0,2016-09-07,789.530029296875,790.7899780273438,784.3300170898438,784.47998046875,784.47998046875,2424600,AMZN,816.1182,784.0599975585938,0.0,-31.63824462890625
4861.0,2016-09-08,783.8900146484375,786.5,781.4400024414062,784.0599975585938,784.0599975585938,2030500,AMZN,819.1383,760.1400146484375,0.0,-35.07830810546875
4862.0,2016-09-09,779.3599853515625,781.0,760.1099853515625,760.1400146484375,760.1400146484375,4257300,AMZN,820.172,771.489990234375,60.031982421875,0.0
4863.0,2016-09-12,757.3499755859375,772.6599731445312,756.0,771.489990234375,771.489990234375,3124700,AMZN,819.6639,761.010009765625,0.0,-48.17388916015625
4864.0,2016-09-13,768.77001953125,769.8900146484375,759.0499877929688,761.010009765625,761.010009765625,3117200,AMZN,818.5529,761.0900268554688,57.54290771484375,0.0
4865.0,2016-09-14,762.2000122070312,767.5,758.8499755859375,761.0900268554688,761.0900268554688,2523000,AMZN,817.50024,769.6900024414062,56.41021728515625,0.0
4866.0,2016-09-15,762.0,770.8699951171875,757.5800170898438,769.6900024414062,769.6900024414062,3034000,AMZN,817.2949,778.52001953125,47.60491943359375,0.0
4867.0,2016-09-16,773.280029296875,780.4600219726562,771.6599731445312,778.52001953125,778.52001953125,5499200,AMZN,818.48425,775.0999755859375,0.0,-39.9642333984375
4868.0,2016-09-19,779.969970703125,781.9400024414062,771.0,775.0999755859375,775.0999755859375,2297200,AMZN,819.49927,780.219970703125,44.3992919921875,0.0
4869.0,2016-09-20,776.0,781.3699951171875,776.0,780.219970703125,780.219970703125,1937200,AMZN,820.54663,789.739990234375,40.32666015625,0.0
4870.0,2016-09-21,783.25,790.6900024414062,779.010009765625,789.739990234375,789.739990234375,2718600,AMZN,822.1402,804.7000122070312,32.40020751953125,0.0
4871.0,2016-09-22,794.27001953125,805.8900146484375,794.27001953125,804.7000122070312,804.7000122070312,4078900,AMZN,825.25146,805.75,20.55145263671875,0.0
4872.0,2016-09-23,803.1300048828125,807.75,802.1199951171875,805.75,805.75,2353500,AMZN,828.67285,799.1599731445312,0.0,-22.9228515625
4873.0,2016-09-26,801.7999877929688,805.9299926757812,797.1500244140625,799.1599731445312,799.1599731445312,2651400,AMZN,831.06915,816.1099853515625,31.9091796875,0.0
4874.0,2016-09-27,801.8499755859375,816.6400146484375,801.1099853515625,816.1099853515625,816.1099853515625,3819600,AMZN,834.0721,828.719970703125,17.96209716796875,0.0
4875.0,2016-09-28,818.0,830.1400146484375,817.030029296875,828.719970703125,828.719970703125,4422100,AMZN,838.53925,829.0499877929688,9.81927490234375,0.0
4876.0,2016-09-29,828.260009765625,837.5,824.6300048828125,829.0499877929688,829.0499877929688,4922200,AMZN,843.44824,837.3099975585938,14.39825439453125,0.0
4877.0,2016-09-30,832.6099853515625,839.9500122070312,832.4000244140625,837.3099975585938,837.3099975585938,4430600,AMZN,848.4117,836.739990234375,0.0,-11.1016845703125
4878.0,2016-10-03,836.0,839.8599853515625,831.25,836.739990234375,836.739990234375,2769400,AMZN,853.0627,834.030029296875,0.0,-16.32269287109375
4879.0,2016-10-04,840.9099731445312,842.3699951171875,830.260009765625,834.030029296875,834.030029296875,2950300,AMZN,857.0622,844.3599853515625,23.03216552734375,0.0
4880.0,2016-10-05,838.0,845.6699829101562,836.1199951171875,844.3599853515625,844.3599853515625,3469100,AMZN,860.6724,841.6599731445312,0.0,-16.31243896484375
4881.0,2016-10-06,843.7000122070312,847.2100219726562,840.5999755859375,841.6599731445312,841.6599731445312,2684000,AMZN,864.21375,839.4299926757812,0.0,-22.55377197265625
4882.0,2016-10-07,845.7899780273438,845.9500122070312,837.4500122070312,839.4299926757812,839.4299926757812,2426200,AMZN,867.14,841.7100219726562,27.71002197265625,0.0
4883.0,2016-10-10,843.25,845.2000122070312,840.27001953125,841.7100219726562,841.7100219726562,1827100,AMZN,869.45337,831.0,0.0,-27.74334716796875
4884.0,2016-10-11,841.02001953125,841.2899780273438,828.3499755859375,831.0,831.0,3588200,AMZN,870.00934,834.0900268554688,39.00933837890625,0.0
4885.0,2016-10-12,834.0,837.6699829101562,830.0999755859375,834.0900268554688,834.0900268554688,2380400,AMZN,870.2218,829.280029296875,0.0,-36.13177490234375
4886.0,2016-10-13,829.0,831.7999877929688,821.2100219726562,829.280029296875,829.280029296875,3091400,AMZN,869.52136,822.9600219726562,0.0,-40.2413330078125
4887.0,2016-10-14,835.0800170898438,835.739990234375,822.9600219726562,822.9600219726562,822.9600219726562,2999800,AMZN,868.7377,812.9500122070312,0.0,-45.77764892578125
4888.0,2016-10-17,821.5,822.0,811.6799926757812,812.9500122070312,812.9500122070312,3361500,AMZN,866.28076,817.6500244140625,53.33074951171875,0.0
4889.0,2016-10-18,822.1099853515625,823.260009765625,815.02001953125,817.6500244140625,817.6500244140625,2512500,AMZN,864.06775,817.6900024414062,46.417724609375,0.0
4890.0,2016-10-19,820.4000244140625,820.6699829101562,815.1699829101562,817.6900024414062,817.6900024414062,2090700,AMZN,861.49994,810.3200073242188,0.0,-43.8099365234375
4891.0,2016-10-20,813.989990234375,815.7100219726562,803.0999755859375,810.3200073242188,810.3200073242188,3152000,AMZN,858.4771,818.989990234375,48.1571044921875,0.0
4892.0,2016-10-21,809.3599853515625,819.4199829101562,809.0,818.989990234375,818.989990234375,2793000,AMZN,857.52924,838.0900268554688,38.53924560546875,0.0
4893.0,2016-10-24,824.9500122070312,838.2999877929688,822.2100219726562,838.0900268554688,838.0900268554688,4060900,AMZN,859.42487,835.1799926757812,0.0,-21.3348388671875
4894.0,2016-10-25,839.2999877929688,843.0900268554688,833.219970703125,835.1799926757812,835.1799926757812,3248400,AMZN,862.7147,822.5900268554688,0.0,-27.53472900390625
4895.0,2016-10-26,832.760009765625,833.4400024414062,820.0,822.5900268554688,822.5900268554688,3998100,AMZN,864.99457,818.3599853515625,0.0,-42.404541015625
4896.0,2016-10-27,831.239990234375,831.719970703125,815.4299926757812,818.3599853515625,818.3599853515625,7406400,AMZN,866.9603,776.3200073242188,0.0,-48.600341796875
4897.0,2016-10-28,782.0,789.489990234375,774.6099853515625,776.3200073242188,776.3200073242188,10841100,AMZN,863.649,789.8200073242188,87.3289794921875,0.0
4898.0,2016-10-31,781.030029296875,793.7000122070312,780.1099853515625,789.8200073242188,789.8200073242188,5413300,AMZN,861.0999,785.4099731445312,0.0,-71.2799072265625
4899.0,2016-11-01,799.0,800.8400268554688,776.7100219726562,785.4099731445312,785.4099731445312,5305400,AMZN,859.4243,765.5599975585938,0.0,-74.01434326171875
4900.0,2016-11-02,783.9299926757812,784.75,763.5499877929688,765.5599975585938,765.5599975585938,5026500,AMZN,856.1798,767.030029296875,90.61981201171875,0.0
4901.0,2016-11-03,765.0499877929688,777.0,764.0,767.030029296875,767.030029296875,3872500,AMZN,852.5846,755.0499877929688,0.0,-85.5545654296875
4902.0,2016-11-04,762.7899780273438,766.0,753.22998046875,755.0499877929688,755.0499877929688,5122100,AMZN,848.2724,784.9299926757812,93.222412109375,0.0
4903.0,2016-11-07,771.6400146484375,787.72998046875,770.9400024414062,784.9299926757812,784.9299926757812,5984400,AMZN,847.6539,787.75,62.723876953125,0.0
4904.0,2016-11-08,784.969970703125,791.739990234375,779.0999755859375,787.75,787.75,3412600,AMZN,848.5405,771.8800048828125,0.0,-60.79052734375
4905.0,2016-11-09,764.0,777.5,760.0900268554688,771.8800048828125,771.8800048828125,8562900,AMZN,847.0627,742.3800048828125,0.0,-75.18267822265625
4906.0,2016-11-10,778.8099975585938,778.8300170898438,717.7000122070312,742.3800048828125,742.3800048828125,12747000,AMZN,843.7178,739.010009765625,0.0,-101.3377685546875
4907.0,2016-11-11,735.72998046875,743.260009765625,728.9000244140625,739.010009765625,739.010009765625,6622800,AMZN,838.6449,719.0700073242188,0.0,-99.6348876953125
4908.0,2016-11-14,745.510009765625,746.0,710.0999755859375,719.0700073242188,719.0700073242188,7321300,AMZN,832.7015,743.239990234375,113.6314697265625,0.0
4909.0,2016-11-15,730.0,746.780029296875,725.989990234375,743.239990234375,743.239990234375,6755800,AMZN,828.2817,746.489990234375,85.04168701171875,0.0
4910.0,2016-11-16,739.8800048828125,749.8699951171875,735.6099853515625,746.489990234375,746.489990234375,3648800,AMZN,825.2463,756.4000244140625,78.75628662109375,0.0
4911.0,2016-11-17,749.3200073242188,757.5,748.0,756.4000244140625,756.4000244140625,3690100,AMZN,823.7157,760.1599731445312,67.315673828125,0.0
4912.0,2016-11-18,761.0,767.739990234375,757.6400146484375,760.1599731445312,760.1599731445312,4373400,AMZN,823.6345,780.0,63.47454833984375,0.0
4913.0,2016-11-21,766.0,780.3499755859375,765.1099853515625,780.0,780.0,4614600,AMZN,825.0388,785.3300170898438,45.038818359375,0.0
4914.0,2016-11-22,788.1699829101562,792.4000244140625,781.0,785.3300170898438,785.3300170898438,5311300,AMZN,828.65625,780.1199951171875,0.0,-43.32623291015625
4915.0,2016-11-23,781.72998046875,781.75,773.1199951171875,780.1199951171875,780.1199951171875,3540300,AMZN,830.9226,780.3699951171875,50.8026123046875,0.0
4916.0,2016-11-25,786.5,786.75,777.9000244140625,780.3699951171875,780.3699951171875,1837100,AMZN,833.49884,766.77001953125,0.0,-53.12884521484375
4917.0,2016-11-28,776.989990234375,777.0,764.239990234375,766.77001953125,766.77001953125,4438800,AMZN,833.88635,762.52001953125,0.0,-67.1163330078125
4918.0,2016-11-29,768.0,769.8900146484375,761.3200073242188,762.52001953125,762.52001953125,3272300,AMZN,833.80615,750.5700073242188,0.0,-71.2861328125
4919.0,2016-11-30,762.0,768.0900268554688,750.25,750.5700073242188,750.5700073242188,4625900,AMZN,832.0024,743.6500244140625,0.0,-81.432373046875
4920.0,2016-12-01,752.4099731445312,753.3699951171875,738.030029296875,743.6500244140625,743.6500244140625,4666000,AMZN,828.50867,740.3400268554688,0.0,-84.858642578125
4921.0,2016-12-02,743.4000244140625,748.489990234375,736.7000122070312,740.3400268554688,740.3400268554688,3561300,AMZN,824.758,759.3599853515625,84.41796875,0.0
4922.0,2016-12-05,745.0,761.489990234375,742.0,759.3599853515625,759.3599853515625,4314700,AMZN,821.74445,764.719970703125,62.38446044921875,0.0
4923.0,2016-12-06,763.989990234375,768.239990234375,757.25,764.719970703125,764.719970703125,3794700,AMZN,819.24695,770.4199829101562,54.5269775390625,0.0
4924.0,2016-12-07,764.5499877929688,770.4199829101562,755.8200073242188,770.4199829101562,770.4199829101562,3684900,AMZN,816.2724,767.3300170898438,0.0,-45.8524169921875
4925.0,2016-12-08,771.8699951171875,773.7899780273438,765.1900024414062,767.3300170898438,767.3300170898438,3189600,AMZN,814.25745,768.6599731445312,46.92742919921875,0.0
4926.0,2016-12-09,770.0,770.25,765.3400268554688,768.6599731445312,768.6599731445312,2470900,AMZN,812.69434,760.1199951171875,0.0,-44.03436279296875
4927.0,2016-12-12,766.4000244140625,766.8900146484375,757.2000122070312,760.1199951171875,760.1199951171875,2963900,AMZN,813.0372,774.3400268554688,52.91717529296875,0.0
4928.0,2016-12-13,764.9600219726562,782.4600219726562,762.0,774.3400268554688,774.3400268554688,5285300,AMZN,813.0585,768.8200073242188,0.0,-38.71844482421875
4929.0,2016-12-14,778.25,780.8599853515625,762.8099975585938,768.8200073242188,768.8200073242188,5454800,AMZN,812.7542,761.0,0.0,-43.9342041015625
4930.0,2016-12-15,766.280029296875,769.0999755859375,760.3099975585938,761.0,761.0,3801900,AMZN,811.9925,757.77001953125,0.0,-50.99249267578125
4931.0,2016-12-16,765.0,765.1300048828125,754.0,757.77001953125,757.77001953125,4848200,AMZN,810.54236,766.0,52.7723388671875,0.0
4932.0,2016-12-19,758.8900146484375,770.5,756.1599731445312,766.0,766.0,3113200,AMZN,809.75964,771.219970703125,43.7596435546875,0.0
4933.0,2016-12-20,768.6500244140625,774.3900146484375,767.7100219726562,771.219970703125,771.219970703125,2703600,AMZN,808.7265,770.5999755859375,0.0,-37.50653076171875
4934.0,2016-12-21,770.0,771.219970703125,765.7000122070312,770.5999755859375,770.5999755859375,2044600,AMZN,806.7408,766.3400268554688,0.0,-36.14080810546875
4935.0,2016-12-22,768.1199951171875,771.2100219726562,763.02001953125,766.3400268554688,766.3400268554688,2543600,AMZN,806.3066,760.5900268554688,0.0,-39.966552734375
4936.0,2016-12-23,764.5499877929688,766.5,757.989990234375,760.5900268554688,760.5900268554688,1981600,AMZN,806.8732,771.4000244140625,46.283203125,0.0
4937.0,2016-12-27,763.4000244140625,774.6500244140625,761.2000122070312,771.4000244140625,771.4000244140625,2638700,AMZN,808.70593,772.1300048828125,37.305908203125,0.0
4938.0,2016-12-28,776.25,780.0,770.5,772.1300048828125,772.1300048828125,3301000,AMZN,812.0947,765.1500244140625,0.0,-39.9647216796875
4939.0,2016-12-29,772.4000244140625,773.4000244140625,760.8499755859375,765.1500244140625,765.1500244140625,3158300,AMZN,814.44055,749.8699951171875,0.0,-49.29052734375
4940.0,2016-12-30,766.469970703125,767.4000244140625,748.280029296875,749.8699951171875,749.8699951171875,4139400,AMZN,814.7077,753.6699829101562,64.83770751953125,0.0
4941.0,2017-01-03,757.9199829101562,758.760009765625,747.7000122070312,753.6699829101562,753.6699829101562,3521100,AMZN,814.04395,757.1799926757812,60.37396240234375,0.0
4942.0,2017-01-04,758.3900146484375,759.6799926757812,754.2000122070312,757.1799926757812,757.1799926757812,2510500,AMZN,813.3532,780.4500122070312,56.1732177734375,0.0
4943.0,2017-01-05,761.5499877929688,782.4000244140625,760.260009765625,780.4500122070312,780.4500122070312,5830100,AMZN,813.7504,795.989990234375,33.3004150390625,0.0
4944.0,2017-01-06,782.3599853515625,799.4400024414062,778.47998046875,795.989990234375,795.989990234375,5986200,AMZN,815.77,796.9199829101562,19.780029296875,0.0
4945.0,2017-01-09,798.0,801.77001953125,791.77001953125,796.9199829101562,796.9199829101562,3446100,AMZN,818.7233,795.9000244140625,0.0,-21.8033447265625
4946.0,2017-01-10,796.5999755859375,798.0,789.5399780273438,795.9000244140625,795.9000244140625,2558400,AMZN,820.47736,799.02001953125,24.57733154296875,0.0
4947.0,2017-01-11,793.6599731445312,799.5,789.510009765625,799.02001953125,799.02001953125,2992800,AMZN,822.7855,813.6400146484375,23.7655029296875,0.0
4948.0,2017-01-12,800.3099975585938,814.1300048828125,799.5,813.6400146484375,813.6400146484375,4873900,AMZN,826.2843,817.1400146484375,12.644287109375,0.0
4949.0,2017-01-13,814.3200073242188,821.6500244140625,811.4000244140625,817.1400146484375,817.1400146484375,3791900,AMZN,831.21967,809.719970703125,0.0,-14.07965087890625
4950.0,2017-01-17,815.7000122070312,816.0,803.4400024414062,809.719970703125,809.719970703125,3670500,AMZN,835.62415,807.47998046875,0.0,-25.9041748046875
4951.0,2017-01-18,809.5,811.72998046875,804.27001953125,807.47998046875,807.47998046875,2354200,AMZN,839.2138,809.0399780273438,31.73382568359375,0.0
4952.0,2017-01-19,810.0,813.510009765625,807.3200073242188,809.0399780273438,809.0399780273438,2540800,AMZN,842.0116,808.3300170898438,0.0,-32.97161865234375
4953.0,2017-01-20,815.280029296875,816.02001953125,806.260009765625,808.3300170898438,808.3300170898438,3376200,AMZN,843.80304,817.8800048828125,35.4730224609375,0.0
4954.0,2017-01-23,806.7999877929688,818.5,805.0800170898438,817.8800048828125,817.8800048828125,2797500,AMZN,845.2223,822.4400024414062,27.34228515625,0.0
4955.0,2017-01-24,822.0,823.989990234375,814.5,822.4400024414062,822.4400024414062,2971700,AMZN,847.05615,836.52001953125,24.61614990234375,0.0
4956.0,2017-01-25,825.7899780273438,837.4199829101562,825.2899780273438,836.52001953125,836.52001953125,3922600,AMZN,849.8685,839.1500244140625,13.3485107421875,0.0
4957.0,2017-01-26,835.530029296875,843.8400268554688,833.0,839.1500244140625,839.1500244140625,3586300,AMZN,853.5069,835.77001953125,0.0,-14.35687255859375
4958.0,2017-01-27,839.0,839.7000122070312,829.4400024414062,835.77001953125,835.77001953125,2998700,AMZN,856.31586,830.3800048828125,0.0,-20.54583740234375
4959.0,2017-01-30,833.0,833.5,816.3800048828125,830.3800048828125,830.3800048828125,3747300,AMZN,857.6287,823.47998046875,0.0,-27.24871826171875
4960.0,2017-01-31,823.75,826.989990234375,819.5599975585938,823.47998046875,823.47998046875,3137200,AMZN,858.3158,832.3499755859375,34.8358154296875,0.0
4961.0,2017-02-01,829.2100219726562,833.780029296875,824.9400024414062,832.3499755859375,832.3499755859375,3850200,AMZN,859.90704,839.9500122070312,27.55706787109375,0.0
4962.0,2017-02-02,836.5900268554688,842.489990234375,828.260009765625,839.9500122070312,839.9500122070312,7350500,AMZN,861.72644,810.2000122070312,0.0,-21.77642822265625
4963.0,2017-02-03,806.719970703125,818.2999877929688,804.0,810.2000122070312,810.2000122070312,10868800,AMZN,859.64374,807.6400146484375,0.0,-49.4437255859375
4964.0,2017-02-06,809.7999877929688,810.719970703125,803.0,807.6400146484375,807.6400146484375,3897300,AMZN,857.3315,812.5,49.69146728515625,0.0
4965.0,2017-02-07,809.3099975585938,816.1599731445312,807.5,812.5,812.5,3466100,AMZN,855.67633,819.7100219726562,43.17633056640625,0.0
4966.0,2017-02-08,812.6900024414062,821.47998046875,812.5,819.7100219726562,819.7100219726562,2858000,AMZN,855.09705,821.3599853515625,35.38702392578125,0.0
4967.0,2017-02-09,821.5999755859375,825.0,819.7100219726562,821.3599853515625,821.3599853515625,2484900,AMZN,855.31305,827.4600219726562,33.95306396484375,0.0
4968.0,2017-02-10,823.8200073242188,828.0,822.8499755859375,827.4600219726562,827.4600219726562,2429600,AMZN,856.12384,836.530029296875,28.663818359375,0.0
4969.0,2017-02-13,831.6199951171875,843.0,828.5499877929688,836.530029296875,836.530029296875,4172600,AMZN,858.8402,836.3900146484375,0.0,-22.3101806640625
4970.0,2017-02-14,837.0,838.3099975585938,831.4500122070312,836.3900146484375,836.3900146484375,2792400,AMZN,862.70667,842.7000122070312,26.316650390625,0.0
4971.0,2017-02-15,834.0,842.8099975585938,832.8200073242188,842.7000122070312,842.7000122070312,2968900,AMZN,867.13293,844.1400146484375,24.43292236328125,0.0
4972.0,2017-02-16,841.8400268554688,845.0,839.3800048828125,844.1400146484375,844.1400146484375,2714700,AMZN,871.8029,845.0700073242188,27.66290283203125,0.0
4973.0,2017-02-17,842.0,847.27001953125,840.72998046875,845.0700073242188,845.0700073242188,3112300,AMZN,876.2045,856.4400024414062,31.134521484375,0.0
4974.0,2017-02-21,848.8400268554688,857.97998046875,847.25,856.4400024414062,856.4400024414062,3507700,AMZN,880.63446,855.6099853515625,0.0,-24.1944580078125
4975.0,2017-02-22,856.9500122070312,858.4299926757812,852.1799926757812,855.6099853515625,855.6099853515625,2617000,AMZN,884.47504,852.1900024414062,0.0,-28.86505126953125
4976.0,2017-02-23,857.5700073242188,860.8599853515625,848.0,852.1900024414062,852.1900024414062,3462000,AMZN,887.788,845.239990234375,0.0,-35.5980224609375
4977.0,2017-02-24,844.6900024414062,845.8099975585938,837.75,845.239990234375,845.239990234375,3688000,AMZN,889.3949,848.6400146484375,44.1549072265625,0.0
4978.0,2017-02-27,842.3800048828125,852.5,839.6699829101562,848.6400146484375,848.6400146484375,2713600,AMZN,890.73206,845.0399780273438,0.0,-42.092041015625
4979.0,2017-02-28,851.4500122070312,854.0900268554688,842.0499877929688,845.0399780273438,845.0399780273438,2793700,AMZN,891.5761,853.0800170898438,46.5361328125,0.0
4980.0,2017-03-01,853.0499877929688,854.8300170898438,849.010009765625,853.0800170898438,853.0800170898438,2760100,AMZN,893.2116,848.9099731445312,0.0,-40.131591796875
4981.0,2017-03-02,853.0800170898438,854.8200073242188,847.280029296875,848.9099731445312,848.9099731445312,2132100,AMZN,894.63983,849.8800048828125,45.7298583984375,0.0
4982.0,2017-03-03,847.2000122070312,851.989990234375,846.27001953125,849.8800048828125,849.8800048828125,1941100,AMZN,895.7107,846.6099853515625,0.0,-45.8306884765625
4983.0,2017-03-06,845.22998046875,848.489990234375,841.1199951171875,846.6099853515625,846.6099853515625,2610400,AMZN,896.28705,846.02001953125,0.0,-49.67706298828125
4984.0,2017-03-07,845.47998046875,848.4600219726562,843.75,846.02001953125,846.02001953125,2247600,AMZN,896.7498,850.5,50.72979736328125,0.0
4985.0,2017-03-08,848.0,853.0700073242188,846.7899780273438,850.5,850.5,2286500,AMZN,897.10645,853.0,46.6064453125,0.0
4986.0,2017-03-09,851.0,856.4000244140625,850.3099975585938,853.0,853.0,2048200,AMZN,897.2928,852.4600219726562,0.0,-44.29278564453125
4987.0,2017-03-10,857.0,857.3499755859375,851.719970703125,852.4600219726562,852.4600219726562,2436400,AMZN,897.1351,854.5900268554688,44.675048828125,0.0
4988.0,2017-03-13,851.77001953125,855.6900024414062,851.7100219726562,854.5900268554688,854.5900268554688,1909700,AMZN,896.72235,852.530029296875,0.0,-42.13232421875
4989.0,2017-03-14,853.5499877929688,853.75,847.5499877929688,852.530029296875,852.530029296875,2130600,AMZN,896.423,852.969970703125,43.8929443359375,0.0
4990.0,2017-03-15,854.3300170898438,854.4500122070312,847.1099853515625,852.969970703125,852.969970703125,2562200,AMZN,896.2339,853.4199829101562,43.263916015625,0.0
