,open,high,low,close,adjclose,volume,ticker,predicted_adjclose_1,true_adjclose_1,buy_profit,sell_profit
2016-07-13,746.760009765625,756.8699951171875,741.25,742.6300048828125,742.6300048828125,4142300,AMZN,766.62854,741.2000122070312,-1.42999267578125,0.0
2016-07-14,748.8599853515625,749.0399780273438,739.02001953125,741.2000122070312,741.2000122070312,2390500,AMZN,767.8486,735.4400024414062,-5.760009765625,0.0
2016-07-15,746.5499877929688,746.5499877929688,734.0499877929688,735.4400024414062,735.4400024414062,3121400,AMZN,767.89105,736.0700073242188,0.6300048828125,0.0
2016-07-18,735.489990234375,741.5999755859375,728.719970703125,736.0700073242188,736.0700073242188,2954900,AMZN,766.8689,739.9500122070312,3.8800048828125,0.0
2016-07-19,732.5,743.3300170898438,732.3099975585938,739.9500122070312,739.9500122070312,2216800,AMZN,765.7192,745.719970703125,5.76995849609375,0.0
2016-07-20,744.0,746.25,740.7000122070312,745.719970703125,745.719970703125,2214000,AMZN,765.60126,744.4299926757812,-1.28997802734375,0.0
2016-07-21,747.5,749.3599853515625,742.7899780273438,744.4299926757812,744.4299926757812,2317100,AMZN,765.5547,744.8599853515625,0.42999267578125,0.0
2016-07-22,747.7899780273438,751.280029296875,743.530029296875,744.8599853515625,744.8599853515625,2277700,AMZN,765.4922,739.6099853515625,-5.25,0.0
2016-07-25,746.5499877929688,748.5,735.3499755859375,739.6099853515625,739.6099853515625,2679300,AMZN,765.07605,735.5900268554688,-4.01995849609375,0.0
2016-07-26,742.7100219726562,743.1300048828125,732.75,735.5900268554688,735.5900268554688,2529700,AMZN,764.2779,736.6699829101562,1.0799560546875,0.0
2016-07-27,737.969970703125,740.9400024414062,733.8599853515625,736.6699829101562,736.6699829101562,2913100,AMZN,763.1979,752.6099853515625,15.94000244140625,0.0
2016-07-28,745.97998046875,753.3599853515625,739.7000122070312,752.6099853515625,752.6099853515625,7617600,AMZN,763.5677,758.8099975585938,6.20001220703125,0.0
2016-07-29,765.0,766.0,755.0,758.8099975585938,758.8099975585938,6777100,AMZN,766.0609,767.739990234375,8.92999267578125,0.0
2016-08-01,759.8699951171875,770.5,757.0599975585938,767.739990234375,767.739990234375,3578200,AMZN,769.0711,760.5800170898438,-7.15997314453125,0.0
2016-08-02,763.8099975585938,765.010009765625,757.02001953125,760.5800170898438,760.5800170898438,3603300,AMZN,770.91876,754.6400146484375,-5.94000244140625,0.0
2016-08-03,757.0599975585938,758.8900146484375,752.25,754.6400146484375,754.6400146484375,3581500,AMZN,771.29663,760.77001953125,6.1300048828125,0.0
2016-08-04,753.7000122070312,765.0,750.3499755859375,760.77001953125,760.77001953125,3178200,AMZN,771.8283,765.97998046875,5.2099609375,0.0
2016-08-05,764.8099975585938,768.469970703125,763.0900268554688,765.97998046875,765.97998046875,2704400,AMZN,773.15857,766.5599975585938,0.58001708984375,0.0
2016-08-08,766.8099975585938,767.0,761.02001953125,766.5599975585938,766.5599975585938,1986300,AMZN,776.24066,768.3099975585938,1.75,0.0
2016-08-09,767.3900146484375,772.5999755859375,766.9000244140625,768.3099975585938,768.3099975585938,1876100,AMZN,780.35974,768.5599975585938,0.25,0.0
