,open,high,low,close,volume,ticker,predicted_close_390,true_close_390,buy_profit,sell_profit
2021-04-15 14:49:00,3371.39990234375,3372.0,3370.0,3371.340087890625,6477.0,AMZN,3396.4246,3382.0,10.659912109375,0
2021-04-15 14:50:00,3371.65771484375,3372.179931640625,3371.0048828125,3371.080078125,5437.0,AMZN,3396.1592,3382.6298828125,11.5498046875,0
2021-04-15 14:51:00,3371.375,3371.85009765625,3369.7900390625,3371.419921875,7335.0,AMZN,3396.4282,3382.5,11.080078125,0
2021-04-15 14:52:00,3372.0,3372.409912109375,3371.1298828125,3372.3173828125,3578.0,AMZN,3396.4917,3381.43505859375,9.11767578125,0
2021-04-15 14:53:00,3372.320068359375,3373.300048828125,3371.7099609375,3373.300048828125,7429.0,AMZN,3396.828,3382.6699218750005,9.369873046875455,0
2021-04-15 14:54:00,3374.10009765625,3375.739990234375,3373.199951171875,3374.710205078125,7926.0,AMZN,3396.7827,3386.695068359375,11.98486328125,0
2021-04-15 14:55:00,3374.7099609375,3375.39990234375,3372.41943359375,3373.443115234375,5490.0,AMZN,3396.687,3388.6899414062505,15.246826171875455,0
2021-04-15 14:56:00,3373.06005859375,3373.06005859375,3370.5,3370.530029296875,5183.0,AMZN,3396.5178,3387.36279296875,16.832763671875,0
2021-04-15 14:57:00,3370.239990234375,3371.228271484375,3368.635009765625,3368.635009765625,5900.0,AMZN,3396.7854,3388.8400878906245,20.205078124999545,0
2021-04-15 14:58:00,3368.635009765625,3369.22998046875,3367.5400390625,3368.0,9048.0,AMZN,3397.0388,3389.89501953125,21.89501953125,0
2021-04-15 14:59:00,3368.570068359375,3369.2099609375,3368.0,3368.14990234375,6238.0,AMZN,3397.1045,3389.070068359375,20.920166015625,0
2021-04-15 15:00:00,3369.60009765625,3370.6201171875,3368.260009765625,3370.570068359375,5896.0,AMZN,3397.2593,3389.739990234375,19.169921875,0
2021-04-15 15:01:00,3370.409912109375,3371.570068359375,3368.699951171875,3371.56005859375,8238.0,AMZN,3397.4958,3386.0800781250005,14.520019531250455,0
2021-04-15 15:02:00,3371.449951171875,3372.64990234375,3370.760009765625,3372.60009765625,3047.0,AMZN,3397.276,3384.7900390624995,12.189941406249545,0
2021-04-15 15:03:00,3371.719970703125,3376.239990234375,3371.719970703125,3375.639892578125,7845.0,AMZN,3397.0361,3386.2050781249995,10.565185546874545,0
2021-04-15 15:04:00,3375.550048828125,3376.300048828125,3374.110107421875,3375.39990234375,7517.0,AMZN,3396.8594,3385.75,10.35009765625,0
2021-04-15 15:05:00,3375.050048828125,3375.679931640625,3373.830078125,3375.300048828125,3908.0,AMZN,3396.545,3386.81494140625,11.514892578125,0
2021-04-15 15:06:00,3375.0,3376.7900390625,3375.0,3376.409912109375,7465.0,AMZN,3396.2788,3385.0,8.590087890625,0
2021-04-15 15:07:00,3376.0,3376.669921875,3375.320068359375,3376.669921875,4952.0,AMZN,3396.2515,3389.0,12.330078125,0
2021-04-15 15:08:00,3377.7900390625,3378.2099609375,3376.900390625,3377.989990234375,5167.0,AMZN,3395.8572,3394.080078125,16.090087890625,0
2021-04-15 15:09:00,3378.22998046875,3378.22998046875,3377.260009765625,3377.260009765625,1086.0,AMZN,3395.2812,3388.9099121093745,11.649902343749545,0
2021-04-15 15:10:00,3373.764892578125,3373.764892578125,3373.764892578125,3373.764892578125,10078.0,AMZN,3395.7756,3393.9999999999995,20.235107421874545,0
2021-04-15 15:11:00,3375.10009765625,3375.360107421875,3372.0,3372.0,5416.0,AMZN,3395.721,3393.9999999999995,21.999999999999545,0
2021-04-15 15:12:00,3371.929931640625,3373.320068359375,3371.659912109375,3371.659912109375,4099.0,AMZN,3395.8877,3394.05322265625,22.393310546875,0
2021-04-15 15:13:00,3373.0400390625,3373.139892578125,3370.0,3370.0,6356.0,AMZN,3396.1794,3395.04296875,25.04296875,0
2021-04-15 15:14:00,3371.10009765625,3371.25,3370.02001953125,3370.989990234375,5721.0,AMZN,3396.7751,3390.199951171875,19.2099609375,0
2021-04-15 15:15:00,3370.02978515625,3371.5400390625,3370.02978515625,3371.340087890625,2466.0,AMZN,3396.386,3392.419921875,21.079833984375,0
2021-04-15 15:16:00,3372.25,3373.989990234375,3372.25,3373.989990234375,2702.0,AMZN,3396.2344,3396.0,22.010009765625,0
2021-04-15 15:17:00,3373.1201171875,3373.550048828125,3372.340087890625,3372.510009765625,2710.0,AMZN,3396.088,3396.97998046875,24.469970703125,0
2021-04-15 15:18:00,3375.0,3375.0,3371.580078125,3372.389892578125,2953.0,AMZN,3395.7454,3394.8181152343755,22.428222656250455,0
2021-04-15 15:19:00,3371.590087890625,3373.699951171875,3371.590087890625,3372.929931640625,2436.0,AMZN,3395.4944,3397.0659179687495,24.135986328124545,0
2021-04-15 15:20:00,3372.8759765625,3372.8759765625,3371.85009765625,3372.39990234375,3825.0,AMZN,3395.524,3394.7548828125,22.35498046875,0
2021-04-15 15:21:00,3372.64990234375,3372.64990234375,3371.0,3371.0,2322.0,AMZN,3395.5315,3394.679931640625,23.679931640625,0
2021-04-15 15:22:00,3370.534912109375,3371.56005859375,3370.0,3370.6923828125,8990.0,AMZN,3396.033,3396.530029296875,25.837646484375,0
2021-04-15 15:23:00,3370.169921875,3370.169921875,3370.050048828125,3370.050048828125,1134.0,AMZN,3396.088,3395.5200195312505,25.469970703125455,0
2021-04-15 15:24:00,3370.695068359375,3371.0,3369.449951171875,3369.449951171875,6548.0,AMZN,3396.4119,3395.9599609375,26.510009765625,0
2021-04-15 15:25:00,3370.0,3370.280029296875,3369.0,3369.949951171875,5962.0,AMZN,3396.639,3395.030029296875,25.080078125,0
2021-04-15 15:26:00,3370.186767578125,3371.419921875,3370.186767578125,3371.090087890625,4984.0,AMZN,3396.8706,3398.0000000000005,26.909912109375455,0
2021-04-15 15:27:00,3371.090087890625,3371.090087890625,3367.0,3368.260009765625,9400.0,AMZN,3396.8748,3396.6699218749995,28.409912109374545,0
2021-04-15 15:28:00,3368.15087890625,3368.15087890625,3365.4599609375,3365.481201171875,5279.0,AMZN,3397.2708,3396.044921875,30.563720703125,0
2021-04-15 15:29:00,3364.85009765625,3365.3701171875,3363.199951171875,3363.409912109375,10591.0,AMZN,3397.6902,3395.43994140625,32.030029296875,0
2021-04-15 15:30:00,3363.77001953125,3364.0,3360.81005859375,3363.090087890625,7918.0,AMZN,3397.974,3395.9699707031245,32.879882812499545,0
2021-04-15 15:31:00,3362.718505859375,3366.458984375,3362.718505859375,3365.47998046875,12150.0,AMZN,3398.5293,3395.699951171875,30.219970703125,0
2021-04-15 15:32:00,3365.14990234375,3366.320068359375,3362.5,3362.864990234375,4464.0,AMZN,3398.2512,3394.8100585937495,31.945068359374545,0
2021-04-15 15:33:00,3362.39990234375,3362.679931640625,3362.35009765625,3362.419921875,5035.0,AMZN,3398.3179,3395.175048828125,32.755126953125,0
2021-04-15 15:34:00,3362.02001953125,3363.659912109375,3361.815185546875,3363.639892578125,5054.0,AMZN,3397.997,3394.9975585937495,31.357666015624545,0
2021-04-15 15:35:00,3363.43994140625,3363.9755859375,3363.0400390625,3363.429931640625,4687.0,AMZN,3397.7644,3396.6699218749995,33.239990234374545,0
2021-04-15 15:36:00,3362.75,3362.860107421875,3361.97998046875,3362.860107421875,4441.0,AMZN,3397.2505,3396.22998046875,33.369873046875,0
2021-04-15 15:37:00,3363.0,3363.47998046875,3362.39990234375,3363.47998046875,5733.0,AMZN,3397.3562,3396.97998046875,33.5,0
2021-04-15 15:38:00,3362.91845703125,3362.91845703125,3361.64990234375,3362.47998046875,4185.0,AMZN,3397.3086,3398.949951171875,36.469970703125,0
